,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
127,Like Stars on Earth,(2007),PG,165 min,"Drama, Family            ",8.3,,"197,687",$1.22M,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."
128,Bicycle Thieves,(1948),Not Rated,89 min,Drama            ,8.3,,"167,327",$0.33M,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it."
129,Kantara,(2022),Not Rated,148 min,"Action, Adventure, Drama            ",8.3,,"94,947",,"When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice."
130,Dangal,(2016),Not Rated,161 min,"Action, Biography, Drama            ",8.3,,"196,916",$12.39M,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
131,K.G.F: Chapter 2,(2022),Not Rated,168 min,"Action, Crime, Drama            ",8.3,,"139,313",$6.60M,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy."
132,Vikram,(2022),,175 min,"Action, Crime, Thriller            ",8.3,,"63,618",,"A high-octane action film where a special investigator is assigned a case of serial Killings, he finds the case is not what it seems to be and leading down this path is only going to end in a war between everyone involved."
133,Raatchasan,(2018),Not Rated,170 min,"Action, Crime, Drama            ",8.3,,"46,828",,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
134,The Kid,(1921),Passed,68 min,"Comedy, Drama, Family            ",8.3,,"129,110",$5.45M,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
135,Ayla: The Daughter of War,(2017),,125 min,"Biography, Drama, History            ",8.3,,"41,483",,"Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind."
136,Shershaah,(2021),TV-14,135 min,"Action, Biography, Drama            ",8.3,,"124,553",,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999."
137,Chhichhore,(2019),Not Rated,143 min,"Comedy, Drama, Romance            ",8.3,,"57,591",$0.90M,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
138,Drishyam,(2013),Not Rated,160 min,"Crime, Drama, Thriller            ",8.3,,"42,578",,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
139,John Wick: Chapter 4,(2023),R,169 min,"Action, Crime, Thriller            ",8.2,78        ,"148,093",,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
140,Spider-Man: No Way Home,(2021),PG-13,148 min,"Action, Adventure, Fantasy            ",8.2,71        ,"793,237",$804.75M,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
141,The Wolf of Wall Street,(2013),R,180 min,"Biography, Comedy, Crime            ",8.2,75        ,"1,459,142",$116.90M,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
142,1917,(2019),R,119 min,"Action, Drama, War            ",8.2,78        ,"618,846",$159.23M,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
143,Jurassic Park,(1993),PG-13,127 min,"Action, Adventure, Sci-Fi            ",8.2,68        ,"1,012,146",$402.45M,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
144,Taxi Driver,(1976),R,114 min,"Crime, Drama            ",8.2,94        ,"861,783",$28.26M,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
145,No Country for Old Men,(2007),R,122 min,"Crime, Drama, Thriller            ",8.2,92        ,"999,552",$74.28M,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
146,Shutter Island,(2010),R,138 min,"Mystery, Thriller            ",8.2,63        ,"1,357,465",$128.01M,"Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place."
147,The Father,(I) (2020),PG-13,97 min,"Drama, Mystery            ",8.2,88        ,"167,577",,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
148,Snatch,(2000),R,102 min,"Comedy, Crime            ",8.2,55        ,"872,713",$30.33M,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
149,Casino,(1995),R,178 min,"Crime, Drama            ",8.2,73        ,"533,621",$42.44M,"In Las Vegas, two best friends - a mafia enforcer and a casino executive - compete for a gambling empire and a fast-living, fast-loving socialite."
150,A Beautiful Mind,(2001),PG-13,135 min,"Biography, Drama            ",8.2,72        ,"949,053",$170.74M,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
151,Kill Bill: Vol. 1,(2003),R,111 min,"Action, Crime, Drama            ",8.2,69        ,"1,138,952",$70.10M,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
152,The Thing,(1982),R,109 min,"Horror, Mystery, Sci-Fi            ",8.2,57        ,"437,708",$13.78M,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
153,There Will Be Blood,(2007),R,158 min,Drama            ,8.2,93        ,"601,305",$40.22M,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
154,Green Book,(2018),PG-13,130 min,"Biography, Comedy, Drama            ",8.2,69        ,"517,322",$85.08M,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
155,Batman Begins,(2005),PG-13,140 min,"Action, Crime, Drama            ",8.2,70        ,"1,500,687",$206.85M,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city."
156,The Truman Show,(1998),PG,103 min,"Comedy, Drama            ",8.2,90        ,"1,114,529",$125.62M,An insurance salesman discovers his whole life is actually a reality TV show.
157,Howl's Moving Castle,(2004),PG,119 min,"Animation, Adventure, Family            ",8.2,82        ,"410,637",$4.71M,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
158,The Sixth Sense,(1999),PG-13,107 min,"Drama, Mystery, Thriller            ",8.2,64        ,"1,009,705",$293.51M,"Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife."
159,Finding Nemo,(2003),G,100 min,"Animation, Adventure, Comedy            ",8.2,90        ,"1,064,701",$380.84M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
160,Indiana Jones and the Last Crusade,(1989),PG-13,127 min,"Action, Adventure            ",8.2,65        ,"769,796",$197.17M,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers."
161,Unforgiven,(1992),R,130 min,"Drama, Western            ",8.2,85        ,"420,269",$101.16M,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid."""
162,All About Eve,(1950),Passed,138 min,Drama            ,8.2,98        ,"133,886",$0.01M,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
163,Die Hard,(1988),R,132 min,"Action, Thriller            ",8.2,72        ,"900,177",$83.01M,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
164,V for Vendetta,(2005),R,132 min,"Action, Drama, Sci-Fi            ",8.2,62        ,"1,139,454",$70.51M,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
165,Downfall,(2004),R,156 min,"Biography, Drama, History            ",8.2,82        ,"361,928",$5.51M,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
166,Chinatown,(1974),R,130 min,"Drama, Mystery, Thriller            ",8.2,92        ,"334,195",$8.49M,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
167,Pan's Labyrinth,(2006),R,118 min,"Drama, Fantasy, War            ",8.2,98        ,"680,144",$37.63M,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
