,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
181,Drishyam 2,(2022),Not Rated,140 min,"Crime, Drama, Mystery            ",8.2,,"36,491",,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?
182,Rashomon,(1950),Not Rated,88 min,"Crime, Drama, Mystery            ",8.2,98        ,"172,471",$0.10M,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
183,Klaus,(2019),PG,96 min,"Animation, Adventure, Comedy            ",8.2,65        ,"165,670",,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
184,Tokyo Story,(1953),Not Rated,136 min,Drama            ,8.2,100        ,"63,974",,"An old couple visit their children and grandchildren in the city, but receive little attention."
185,Dial M for Murder,(1954),PG,105 min,"Crime, Thriller            ",8.2,75        ,"180,300",$0.01M,A former tennis star arranges the murder of his adulterous wife.
186,Miracle in Cell No. 7,(2019),TV-14,132 min,Drama            ,8.2,,"51,507",,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).
187,Yojimbo,(1961),Not Rated,110 min,"Action, Drama, Thriller            ",8.2,93        ,"125,690",,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
188,Z,(1969),M/PG,127 min,"Crime, Drama, Thriller            ",8.2,86        ,"29,935",$0.08M,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.
189,Drishyam,(2015),Not Rated,163 min,"Crime, Drama, Mystery            ",8.2,,"88,316",$0.74M,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
190,Zindagi Na Milegi Dobara,(2011),Not Rated,155 min,"Comedy, Drama, Musical            ",8.2,,"81,213",$3.11M,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
191,Children of Heaven,(1997),PG,89 min,"Drama, Family, Sport            ",8.2,77        ,"76,583",$0.93M,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
192,Andhadhun,(2018),Not Rated,139 min,"Crime, Mystery, Thriller            ",8.2,,"96,929",$1.37M,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
193,The Passion of Joan of Arc,(1928),Passed,114 min,"Biography, Drama, History            ",8.2,98        ,"57,169",$0.02M,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
194,To Be or Not to Be,(1942),Passed,99 min,"Comedy, Romance, War            ",8.2,86        ,"39,548",,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
195,Gangs of Wasseypur,(2012),Not Rated,321 min,"Action, Comedy, Crime            ",8.2,89        ,"99,190",,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
196,The Wages of Fear,(1953),Not Rated,131 min,"Adventure, Drama, Thriller            ",8.2,85        ,"63,071",,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
197,Vikram Vedha,(2017),Not Rated,147 min,"Action, Crime, Drama            ",8.2,,"47,469",,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict."
198,Pather Panchali,(1955),Not Rated,125 min,Drama            ,8.2,,"34,905",$0.54M,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work."
199,Baahubali 2: The Conclusion,(2017),Not Rated,167 min,"Action, Drama            ",8.2,,"106,452",$20.19M,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom."
200,K.G.F: Chapter 1,(2018),Not Rated,156 min,"Action, Crime, Drama            ",8.2,,"91,338",,"In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine."
201,Sherlock Jr.,(1924),Passed,45 min,"Action, Comedy, Romance            ",8.2,,"52,281",$0.98M,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
202,Swades,(2004),Not Rated,189 min,"Drama, Musical            ",8.2,,"93,518",$1.22M,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
203,Rangasthalam 1985,(2018),Not Rated,170 min,"Action, Drama            ",8.2,,"26,101",$3.51M,Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.
204,My Father and My Son,(2005),Not Rated,112 min,"Drama, Family            ",8.2,,"88,098",,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
205,Uri: The Surgical Strike,(2019),Not Rated,138 min,"Action, Drama, History            ",8.2,,"66,936",$4.19M,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
206,Dersu Uzala,(1975),G,142 min,"Adventure, Biography, Drama            ",8.2,,"31,791",,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
207,Umberto D.,(1952),Not Rated,89 min,Drama            ,8.2,92        ,"26,768",$0.07M,An elderly man and his dog struggle to survive on his government pension in Rome.
208,Bhaag Milkha Bhaag,(2013),Not Rated,186 min,"Biography, Drama, Sport            ",8.2,,"69,706",$1.63M,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition."
209,Paan Singh Tomar,(2012),Not Rated,135 min,"Action, Biography, Crime            ",8.2,,"37,011",$0.04M,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
210,Prisoners,(2013),R,153 min,"Crime, Drama, Mystery            ",8.1,70        ,"743,615",$61.00M,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
211,The Grand Budapest Hotel,(2014),R,99 min,"Adventure, Comedy, Crime            ",8.1,88        ,"836,570",$59.10M,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge."
212,Hacksaw Ridge,(2016),R,139 min,"Biography, Drama, History            ",8.1,71        ,"548,035",$67.21M,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
213,Mad Max: Fury Road,(2015),R,120 min,"Action, Adventure, Sci-Fi            ",8.1,90        ,"1,028,060",$154.06M,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max."
214,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),PG-13,143 min,"Action, Adventure, Fantasy            ",8.1,63        ,"1,151,642",$305.41M,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
215,Blade Runner,(1982),R,117 min,"Action, Drama, Sci-Fi            ",8.1,84        ,"786,643",$32.87M,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
216,Jaws,(1975),PG,124 min,"Adventure, Mystery, Thriller            ",8.1,87        ,"622,494",$260.00M,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
217,The Exorcist,(1973),R,122 min,Horror            ,8.1,81        ,"420,376",$232.91M,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter."
218,Ford v Ferrari,(2019),PG-13,152 min,"Action, Biography, Drama            ",8.1,81        ,"416,534",$117.62M,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
219,Gone Girl,(2014),R,149 min,"Drama, Mystery, Thriller            ",8.1,79        ,"1,006,829",$167.77M,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
220,Stand by Me,(1986),R,89 min,"Adventure, Drama            ",8.1,75        ,"416,556",$52.29M,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
221,The Help,(2011),PG-13,146 min,Drama            ,8.1,62        ,"471,638",$169.71M,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
222,The Big Lebowski,(1998),R,117 min,"Comedy, Crime            ",8.1,71        ,"825,950",$17.50M,"Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife."
223,Catch Me If You Can,(2002),PG-13,141 min,"Biography, Crime, Drama            ",8.1,75        ,"1,018,472",$164.62M,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
224,Ratatouille,(2007),G,111 min,"Animation, Adventure, Comedy            ",8.1,96        ,"764,164",$206.45M,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
225,The Terminator,(1984),R,107 min,"Action, Sci-Fi            ",8.1,84        ,"883,954",$38.40M,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation."
226,The Handmaiden,(2016),Not Rated,145 min,"Drama, Romance, Thriller            ",8.1,84        ,"156,474",$2.01M,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
227,Harry Potter and the Deathly Hallows: Part 2,(2011),PG-13,130 min,"Adventure, Family, Fantasy            ",8.1,85        ,"898,766",$381.01M,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
228,The Wizard of Oz,(1939),PG,102 min,"Adventure, Family, Fantasy            ",8.1,92        ,"409,755",$2.08M,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
229,Dead Poets Society,(1989),PG,128 min,"Comedy, Drama            ",8.1,79        ,"508,521",$95.86M,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.
230,Spotlight,(I) (2015),R,129 min,"Biography, Crime, Drama            ",8.1,93        ,"481,444",$45.06M,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
231,"Three Billboards Outside Ebbing, Missouri",(2017),R,115 min,"Comedy, Crime, Drama            ",8.1,88        ,"524,979",$54.51M,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
232,Inside Out,(I) (2015),PG,95 min,"Animation, Adventure, Comedy            ",8.1,94        ,"734,601",$356.46M,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
233,Platoon,(1986),R,120 min,"Drama, War            ",8.1,92        ,"422,767",$138.53M,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
234,Fargo,(1996),R,98 min,"Crime, Thriller            ",8.1,86        ,"691,733",$24.61M,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
235,Logan,(2017),R,137 min,"Action, Drama, Sci-Fi            ",8.1,77        ,"785,715",$226.28M,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
236,Rocky,(1976),PG,120 min,"Drama, Sport            ",8.1,70        ,"597,193",$117.24M,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
237,"Monsters, Inc.",(2001),G,92 min,"Animation, Adventure, Comedy            ",8.1,79        ,"930,317",$289.92M,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
238,Trainspotting,(1996),R,93 min,Drama            ,8.1,83        ,"700,224",$16.50M,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends."
239,"Lock, Stock and Two Smoking Barrels",(1998),R,107 min,"Action, Comedy, Crime            ",8.1,66        ,"594,336",$3.90M,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
240,Into the Wild,(2007),R,148 min,"Adventure, Biography, Drama            ",8.1,73        ,"634,326",$18.35M,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
241,Gran Torino,(2008),R,116 min,Drama            ,8.1,72        ,"788,599",$148.10M,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
242,Room,(I) (2015),R,118 min,"Drama, Thriller            ",8.1,86        ,"431,054",$14.68M,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
243,How to Train Your Dragon,(2010),PG,98 min,"Animation, Action, Adventure            ",8.1,75        ,"759,756",$217.58M,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
244,Before Sunrise,(1995),R,101 min,"Drama, Romance            ",8.1,77        ,"319,668",$5.54M,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
245,Memories of Murder,(2003),Not Rated,132 min,"Crime, Drama, Mystery            ",8.1,82        ,"195,106",$0.01M,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
246,Inherit the Wind,(1960),Passed,128 min,"Biography, Drama, History            ",8.1,75        ,"31,391",,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution."
247,The Deer Hunter,(1978),R,183 min,"Drama, War            ",8.1,86        ,"346,261",$48.98M,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
248,Million Dollar Baby,(2004),PG-13,132 min,"Drama, Sport            ",8.1,86        ,"699,188",$100.49M,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond."
249,Rush,(I) (2013),R,123 min,"Action, Biography, Drama            ",8.1,74        ,"490,329",$26.95M,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
250,The Sound of Music,(1965),G,172 min,"Biography, Drama, Family            ",8.1,63        ,"244,137",$163.21M,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
251,Wild Tales,(2014),R,122 min,"Comedy, Drama, Thriller            ",8.1,77        ,"204,808",$3.11M,Six short stories that explore the extremities of human behavior involving people in distress.
252,Raging Bull,(1980),R,129 min,"Biography, Drama, Sport            ",8.1,90        ,"362,527",$23.38M,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
253,Portrait of a Lady on Fire,(2019),R,122 min,Drama            ,8.1,95        ,"98,490",$3.76M,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman."
254,12 Years a Slave,(2013),R,134 min,"Biography, Drama, History            ",8.1,96        ,"714,816",$56.67M,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
255,Barry Lyndon,(1975),PG,185 min,"Adventure, Drama, War            ",8.1,89        ,"173,429",,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
256,In the Mood for Love,(2000),PG,98 min,"Drama, Romance            ",8.1,87        ,"156,413",$2.73M,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
257,Stalker,(1979),Not Rated,162 min,"Drama, Sci-Fi            ",8.1,83        ,"138,214",$0.23M,A guide leads two men through an area known as the Zone to find a room that grants wishes.
258,Hachi: A Dog's Tale,(2009),G,93 min,"Biography, Drama, Family            ",8.1,,"294,290",,A college professor bonds with an abandoned dog he takes into his home.
259,My Neighbor Totoro,(1988),G,86 min,"Animation, Comedy, Family            ",8.1,86        ,"351,715",$1.11M,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
260,Ben-Hur,(1959),G,212 min,"Adventure, Drama            ",8.1,90        ,"244,866",$74.70M,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge."
261,Cool Hand Luke,(1967),GP,127 min,"Crime, Drama            ",8.1,92        ,"181,395",$16.22M,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
262,Network,(1976),R,121 min,Drama            ,8.1,83        ,"163,254",,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control."
263,La haine,(1995),Not Rated,98 min,"Crime, Drama            ",8.1,,"180,979",$0.31M,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
264,The Iron Giant,(1999),PG,86 min,"Animation, Action, Adventure            ",8.1,85        ,"208,359",$23.16M,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
265,A Silent Voice: The Movie,(2016),Not Rated,130 min,"Animation, Drama            ",8.1,78        ,"89,132",,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
266,Before Sunset,(2004),R,80 min,"Drama, Romance            ",8.1,90        ,"273,311",$5.82M,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
267,"Paris, Texas",(1984),R,145 min,Drama            ,8.1,81        ,"110,349",$2.18M,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
268,Persona,(1966),Not Rated,83 min,"Drama, Thriller            ",8.1,86        ,"123,377",,A nurse is put in charge of a mute actress and finds that their personae are melding together.
269,The Seventh Seal,(1957),Not Rated,96 min,"Drama, Fantasy            ",8.1,88        ,"189,597",,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
270,Hotel Rwanda,(2004),PG-13,121 min,"Biography, Drama, History            ",8.1,79        ,"361,520",$23.53M,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
271,Amores Perros,(2000),R,154 min,"Drama, Thriller            ",8.1,83        ,"245,100",$5.38M,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
272,Paper Moon,(1973),PG,102 min,"Comedy, Crime, Drama            ",8.1,77        ,"49,644",$30.93M,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
273,The Bridge on the River Kwai,(1957),PG,161 min,"Adventure, Drama, War            ",8.1,87        ,"225,374",$44.91M,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
274,The Third Man,(1949),Approved,93 min,"Film-Noir, Mystery, Thriller            ",8.1,97        ,"175,173",$0.45M,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
275,In the Name of the Father,(1993),R,133 min,"Biography, Crime, Drama            ",8.1,84        ,"179,616",$25.01M,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
276,The Grapes of Wrath,(1940),Passed,129 min,Drama            ,8.1,96        ,"95,988",$0.06M,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
277,Rebecca,(1940),Approved,130 min,"Drama, Film-Noir, Mystery            ",8.1,86        ,"140,606",$4.36M,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
278,On the Waterfront,(1954),Approved,108 min,"Crime, Drama, Thriller            ",8.1,91        ,"158,325",$9.60M,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
279,The Man Who Shot Liberty Valance,(1962),Approved,123 min,"Drama, Western            ",8.1,94        ,"78,854",,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.
280,Neon Genesis Evangelion: The End of Evangelion,(1997),TV-MA,87 min,"Animation, Action, Drama            ",8.1,,"58,357",,Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).
281,All Quiet on the Western Front,(1930),Passed,152 min,"Drama, War            ",8.1,91        ,"65,406",$3.27M,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
282,PK,(2014),Not Rated,153 min,"Comedy, Drama, Sci-Fi            ",8.1,,"192,844",$10.62M,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.
283,The Celebration,(1998),R,105 min,Drama            ,8.1,82        ,"89,883",$1.65M,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
284,Mary and Max,(2009),Not Rated,92 min,"Animation, Comedy, Drama            ",8.1,,"180,588",,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
285,Three Colors: Red,(1994),R,99 min,"Drama, Mystery, Romance            ",8.1,100        ,"106,185",$4.04M,A model discovers a retired judge is keen on invading people's privacy.
286,The 400 Blows,(1959),Not Rated,99 min,"Crime, Drama            ",8.1,,"121,902",,"A young boy, left without attention, delves into a life of petty crime."
287,It Happened One Night,(1934),Passed,105 min,"Comedy, Romance            ",8.1,87        ,"107,083",$4.36M,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
288,The Best Years of Our Lives,(1946),Approved,170 min,"Drama, Romance, War            ",8.1,93        ,"66,973",$23.65M,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
289,Underground,(1995),Not Rated,167 min,"Comedy, Drama, Fantasy            ",8.1,79        ,"59,577",$0.17M,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate."
290,The Message,(1976),PG,177 min,"Biography, Drama, History            ",8.1,,"48,953",,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.
291,A Woman Under the Influence,(1974),R,155 min,"Drama, Romance            ",8.1,88        ,"26,702",$13.34M,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
292,Wild Strawberries,(1957),Not Rated,91 min,"Drama, Romance            ",8.1,88        ,"109,861",,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
293,Fanny and Alexander,(1982),R,188 min,Drama            ,8.1,100        ,"65,362",$4.97M,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls."
294,The Red Shoes,(1948),Not Rated,135 min,"Drama, Music, Romance            ",8.1,,"36,764",$10.90M,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
295,Mr. Smith Goes to Washington,(1939),Passed,129 min,"Comedy, Drama            ",8.1,73        ,"117,474",$9.60M,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
296,The Battle of Algiers,(1966),Not Rated,121 min,"Drama, War            ",8.1,96        ,"62,311",$0.06M,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
297,Farewell My Concubine,(1993),R,171 min,"Drama, Music, Romance            ",8.1,83        ,"30,759",$5.22M,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
298,The General,(1926),Passed,67 min,"Action, Adventure, Comedy            ",8.1,,"93,725",$1.03M,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines."
299,Lagaan: Once Upon a Time in India,(2001),PG,224 min,"Drama, Musical, Sport            ",8.1,84        ,"116,817",$0.07M,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
300,Yi Yi: A One and a Two...,(2000),Not Rated,173 min,"Drama, Romance            ",8.1,94        ,"26,150",$1.14M,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
301,Andrei Rublev,(1966),R,205 min,"Biography, Drama, History            ",8.1,,"55,139",$0.10M,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
302,Wolf Children,(2012),PG,117 min,"Animation, Drama, Family            ",8.1,71        ,"46,807",,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society."
303,Winter Sleep,(2014),Not Rated,196 min,Drama            ,8.1,88        ,"53,028",$0.17M,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.
304,The Hidden Fortress,(1958),Not Rated,126 min,"Action, Adventure, Drama            ",8.1,89        ,"40,382",,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines."
305,Barfi!,(2012),Not Rated,151 min,"Comedy, Drama, Romance            ",8.1,,"83,917",$2.80M,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
306,Diabolique,(1955),Not Rated,117 min,"Crime, Drama, Horror            ",8.1,,"67,305",$1.09M,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
307,Dil Chahta Hai,(2001),Not Rated,183 min,"Comedy, Drama, Romance            ",8.1,,"73,730",$0.30M,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
308,Ace in the Hole,(1951),Approved,111 min,"Drama, Film-Noir            ",8.1,72        ,"37,392",$3.97M,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
309,Throne of Blood,(1957),Not Rated,110 min,Drama            ,8.1,,"53,745",,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
310,Autumn Sonata,(1978),PG,99 min,"Drama, Music            ",8.1,,"35,793",,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young."
311,The Gold Rush,(1925),Passed,95 min,"Adventure, Comedy, Drama            ",8.1,,"113,733",$5.45M,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
312,Time of the Gypsies,(1988),R,142 min,"Comedy, Crime, Drama            ",8.1,,"31,659",$0.28M,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
