,Movie Name,Year of Release,Watch Time (min),Genre,Movie Rating,Metascore,Votes,Gross ($M),Description
546,Sling Blade,1996,135,Drama            ,8.0,84        ,95925,24.48,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
547,Cinderella Man,2005,144,Biography,8.0,69        ,191920,61.65,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
548,What Ever Happened to Baby Jane?,1962,134,Drama,8.0,75        ,58620,4.05,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
549,Papillon,1973,151,Biography,8.0,58        ,133779,53.27,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
550,Baahubali: The Beginning,2015,159,Action,8.0,,129457,6.74,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples."
551,Annie Hall,1977,93,Comedy,8.0,92        ,269889,39.20,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
552,Solaris,1972,167,Drama,8.0,93        ,94164,,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
553,Roman Holiday,1953,118,Comedy,8.0,78        ,142117,,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
554,The Last Picture Show,1971,118,Drama,8.0,93        ,49813,29.13,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically."
555,Who's Afraid of Virginia Woolf?,1966,131,Drama            ,8.0,75        ,77277,,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night."
556,Nausicaä of the Valley of the Wind,1984,117,Animation,8.0,86        ,173494,0.50,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
557,Fiddler on the Roof,1971,181,Drama,8.0,67        ,45251,80.50,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village."
558,Sweet Smell of Success,1957,96,Drama,8.0,100        ,33599,,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
559,I Want to Eat Your Pancreas,2018,109,Animation,8.0,,19745,0.28,"A high school student discovers one of his classmates, Sakura Yamauchi, is suffering from a terminal illness. This secret brings the two together, as she lives out her final moments."
560,Gandhi,1982,191,Biography,8.0,79        ,235954,52.77,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
561,Secrets & Lies,1996,136,Comedy,8.0,91        ,44851,13.42,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
562,Being There,1979,130,Comedy,8.0,83        ,74590,30.18,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."
563,High Noon,1952,85,Drama,8.0,89        ,106629,9.45,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train."
564,Castle in the Sky,1986,125,Animation,8.0,78        ,171286,,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
565,Pink Floyd: The Wall,1982,95,Drama,8.0,47        ,82816,22.24,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
566,8½,1963,138,Drama            ,8.0,93        ,120864,0.05,A harried movie director retreats into his memories and fantasies.
567,Wings of Desire,1987,128,Drama,8.0,79        ,73231,3.33,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal."
568,Mommy,2014,139,Drama            ,8.0,74        ,58980,3.49,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household."
569,La Dolce Vita,1960,174,Comedy,8.0,95        ,75319,19.52,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.
570,The Cabinet of Dr. Caligari,1920,67,Horror,8.0,,66370,,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
571,The Legend of 1900,1998,169,Drama,8.0,58        ,66391,0.26,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land."
572,The Straight Story,1999,112,Biography,8.0,86        ,92936,6.20,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
573,Silenced,2011,125,Drama            ,8.0,,18876,,"Based on real events, this film depicts the story of a school for the hearing-impaired where young deaf students were sexually assaulted by the faculty members over a long period of time."
574,Touch of Evil,1958,95,Crime,8.0,99        ,106726,2.24,"A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town."
575,The Night of the Hunter,1955,92,Crime,8.0,97        ,92051,0.65,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
576,Mirror,1975,107,Biography,8.0,82        ,48955,0.18,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."
577,Anatomy of a Murder,1959,161,Drama,8.0,95        ,68219,11.90,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?"
578,Wolfwalkers,2020,103,Animation,8.0,87        ,34834,,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.
579,Infernal Affairs,2002,101,Action,8.0,75        ,127320,0.17,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
580,The Hustler,1961,134,Drama,8.0,90        ,83987,8.28,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
581,The Tale of The Princess Kaguya,2013,137,Animation,8.0,89        ,49396,1.51,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
582,The Leopard,1963,186,Drama,8.0,100        ,27209,,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily."
583,Fitzcarraldo,1982,158,Adventure,8.0,,36336,,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
584,Elite Squad,2007,115,Action,8.0,33        ,106507,0.01,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
585,My Sassy Girl,2001,137,Comedy,8.0,,49193,,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
586,Song of the Sea,2014,93,Animation,8.0,85        ,60378,0.86,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
587,The Sea Inside,2004,126,Biography,8.0,74        ,83265,2.09,"The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die."
588,Persepolis,2007,96,Animation,8.0,90        ,96909,4.45,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
589,Nobody Knows,2004,141,Drama            ,8.0,88        ,29279,0.68,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
590,The Stoning of Soraya M.,2008,114,Drama            ,8.0,50        ,21094,0.66,A desperate woman asks for a meeting with a journalist to disclose the cruel and inhumane punishment of her niece.
